image_name,split,blur_score,mean_brightness,contrast
0010bf16-9ee17cd9.jpg,train,179.39,101.32,68.48
00313a01-725ddf3a.jpg,train,86.98,37.51,36.3
000f8d37-d4c09a0f.jpg,train,622.88,96.51,57.72
00313a01-62156032.jpg,train,120.06,25.31,32.66
00067cfb-5443fe39.jpg,train,154.42,104.26,53.76
000f157f-dab3a407.jpg,train,392.44,85.79,63.19
0030f434-3eb4a3a9.jpg,train,419.46,120.08,63.29
000f157f-37797ff9.jpg,train,78.66,37.08,35.48
002f8552-0cdd55c6.jpg,train,83.56,119.83,48.22
000f157f-30b30f5e.jpg,train,82.16,29.01,37.61
00495359-1d04dd8a.jpg,train,655.28,123.13,72.79
0049e5b8-afda7206.jpg,train,264.78,108.36,51.83
00488a66-6c729bde.jpg,train,560.39,119.6,79.61
004ea016-0b1932a7.jpg,train,289.0,117.27,68.57
0051e391-d32a618e.jpg,train,124.69,93.26,63.07
0048f391-eae6a189.jpg,train,552.5,65.42,64.89
0048f391-2c5344eb.jpg,train,505.44,64.95,56.96
0048f391-8eb40ca6.jpg,train,909.76,83.89,69.68
00495359-27ce9c7e.jpg,train,732.93,107.51,78.58
00516b75-7ac91661.jpg,train,45.16,17.04,25.23
005645a1-dbe34c9d.jpg,train,159.66,25.01,35.75
00488b40-0a8cf1a0.jpg,train,203.56,110.89,64.77
0048f391-e9bfaf62.jpg,train,552.33,84.42,64.18
0045e757-66a334b5.jpg,train,89.71,36.67,34.22
0049e5b8-725e21a0.jpg,train,175.37,113.66,54.49
0052b279-87c692aa.jpg,train,416.37,95.83,52.07
005cdef0-180a776c.jpg,train,208.35,117.96,61.11
00618cec-3bc5573e.jpg,train,506.91,112.9,52.26
0059f17f-f0882eef.jpg,train,31.26,19.85,24.26
0062298d-fd69d0ec.jpg,train,27.25,25.47,21.65
005ff190-5be4cdfa.jpg,train,44.17,18.45,24.03
0060b445-5acc00ed.jpg,train,249.34,112.05,65.16
00618cec-ef92ac05.jpg,train,333.75,107.15,54.54
005c4fd3-cb4d6287.jpg,train,352.03,101.41,65.8
0062298d-e6abad2f.jpg,train,49.17,30.86,30.38
005ee183-bcfab89f.jpg,train,304.03,91.88,61.91
00589f25-4cf2b9e0.jpg,train,345.67,107.33,64.02
005fd7be-d8e0dc65.jpg,train,44.04,11.46,15.89
0062298d-cbbec2cd.jpg,train,90.51,28.97,38.19
0062298d-2d787502.jpg,train,129.5,33.36,37.32
00618cec-a7f7e470.jpg,train,819.41,114.89,47.45
005ee183-0100ac18.jpg,train,383.88,93.53,61.26
006382a3-4a442001.jpg,train,314.01,101.09,66.53
0062e803-38c0a33a.jpg,train,237.91,102.28,60.5
0062ab5a-54bb129b.jpg,train,154.29,96.71,85.54
006676e5-624162a7.jpg,train,71.44,46.0,35.36
0062f18d-f8cd3a65.jpg,train,724.88,116.55,53.41
006676e5-0a512e75.jpg,train,26.05,6.82,17.09
0065fe83-c80cf6c3.jpg,train,647.99,90.14,66.41
00690c26-e4bbbd72.jpg,train,268.62,108.52,62.33
0066b72f-974f6883.jpg,train,156.52,96.49,60.96
006a7635-ec8fe02c.jpg,train,288.01,100.94,52.07
00699de6-58847872.jpg,train,197.46,99.7,55.01
006bb043-fe4bbaf6.jpg,train,6.25,0.33,4.89
006a7635-c42f9f97.jpg,train,654.74,90.56,54.49
006a4209-286a5664.jpg,train,646.0,100.94,59.39
006a4209-4f3bf6cf.jpg,train,326.77,88.54,59.41
006c0799-10697723.jpg,train,388.89,90.75,69.41
006bff20-752bd845.jpg,train,66.47,23.31,21.97
006c0799-964a2695.jpg,train,687.08,94.8,70.08
006dd004-34630e8d.jpg,train,294.08,102.82,68.93
006d6f8e-4759e8c1.jpg,train,382.95,113.68,53.39
0070bc56-49cf077c.jpg,train,146.4,39.56,35.65
006fdb67-526bb14e.jpg,train,335.07,88.08,64.35
0070bc56-7d01076a.jpg,train,112.82,26.37,29.59
006fdb67-a1455b77.jpg,train,288.76,132.17,68.1
0070bc56-401304be.jpg,train,76.36,27.82,21.16
0071d9c5-be7394cc.jpg,train,186.69,25.78,36.3
006fdb67-f4820206.jpg,train,235.25,89.29,70.83
0070bc56-29bcc943.jpg,train,190.29,38.78,35.09
0070bc56-8d8cfd82.jpg,train,132.83,45.68,38.69
0070bc56-4c0bb2d5.jpg,train,27.28,19.87,24.84
0071d9c5-0f52d539.jpg,train,164.24,30.61,36.14
00714cd3-48d6b290.jpg,train,35.29,97.47,61.73
0075a5b0-9a8d5dbb.jpg,train,142.54,40.65,48.16
0075b179-8e09869a.jpg,train,438.71,115.06,45.92
00721168-56efa5c2.jpg,train,150.89,34.35,38.13
007693e6-bc55f0e4.jpg,train,825.33,84.2,62.89
007693e6-2535e7bf.jpg,train,633.28,82.69,57.8
007ae77f-79995643.jpg,train,350.97,82.36,64.44
00779058-517a4591.jpg,train,174.07,156.61,53.23
0077ccb8-d5778190.jpg,train,27.11,14.65,23.58
007693e6-c2a8b9a7.jpg,train,283.16,96.82,50.71
00787a90-b350f376.jpg,train,667.6,117.02,55.75
007aeb45-9330e852.jpg,train,602.47,108.76,58.49
007aeb45-3e75ce0e.jpg,train,268.07,101.01,67.02
007aeb45-56d1aed9.jpg,train,209.38,88.47,62.23
007aeb45-96ce245e.jpg,train,625.56,94.88,58.41
007aeb45-f9f5ac8c.jpg,train,525.73,97.15,51.04
007c01ea-63aa326c.jpg,train,66.51,22.95,30.74
007c01ea-ad9f940b.jpg,train,196.47,58.88,40.4
007aeb45-c601742b.jpg,train,589.03,93.0,54.11
007b11e5-1033ff33.jpg,train,62.59,27.58,32.25
007c11bf-f6da335c.jpg,train,125.84,95.1,63.89
007b11e5-c22ddae8.jpg,train,48.1,14.69,28.97
007c01ea-a02f29ef.jpg,train,256.72,29.03,33.55
007aeb45-eef41701.jpg,train,404.66,129.68,63.52
007da0eb-8cca23d7.jpg,train,448.49,114.38,76.23
007da0eb-1bad8468.jpg,train,685.59,77.96,57.39
007eddfc-528c4da4.jpg,train,15.55,15.17,14.02
007da0eb-e1f588e8.jpg,train,909.57,112.43,64.78
007eddfc-bcaeb35b.jpg,train,433.71,100.0,61.86
00810e80-37641274.jpg,train,540.87,114.33,68.39
0081c36b-30bff234.jpg,train,253.1,89.42,57.73
0081da60-27997c07.jpg,train,419.36,116.56,69.69
0081e27b-17bf4a9e.jpg,train,230.13,117.72,59.88
0080b637-55f7930e.jpg,train,439.89,88.07,59.84
0081da60-5fa22cc6.jpg,train,219.36,101.59,61.22
0081e3ea-2c0ec19d.jpg,train,25.54,22.1,26.45
007eddfc-f8a80310.jpg,train,77.2,82.42,45.92
0081e3ea-4551210e.jpg,train,43.06,27.42,25.99
0081e3ea-3f7b0282.jpg,train,12.65,18.65,21.02
0081e3ea-9f5dda4a.jpg,train,12.28,18.07,24.7
00825605-9dcec7d0.jpg,train,182.8,130.17,73.35
0081e3ea-b9448b6b.jpg,train,10.13,9.45,17.91
0081e3ea-cc69a1c4.jpg,train,48.55,39.28,26.59
0089bc2f-5f2d57d5.jpg,train,385.35,121.15,55.76
008d2a0a-ac995caf.jpg,train,126.48,65.52,43.84
0088cf04-319858ad.jpg,train,27.3,28.0,22.68
00831388-d801f28b.jpg,train,286.05,111.12,66.48
00852c8f-14cf1e60.jpg,train,10.85,7.45,12.25
008db5fb-223715d5.jpg,train,43.21,17.84,27.05
008edf63-51af8ab6.jpg,train,66.3,28.62,28.14
008dd3b9-4b6790d5.jpg,train,101.47,49.03,45.01
008edf63-4a001f1b.jpg,train,21.89,31.3,23.62
009215e2-8500bd0b.jpg,train,79.2,21.1,26.6
0090c713-2854b392.jpg,train,264.66,111.03,56.81
0090c713-683fc99a.jpg,train,307.27,66.66,55.77
0094ffe5-596e38bd.jpg,train,48.09,102.19,65.11
009215e2-62d79d70.jpg,train,79.85,43.62,47.05
0090c713-9d58a186.jpg,train,127.85,98.01,55.57
009215e2-e67ccfb7.jpg,train,7.05,7.9,16.65
0092e44c-3b3dee4b.jpg,train,222.67,106.86,70.44
009215e2-ea063b28.jpg,train,7.3,8.66,16.6
009215e2-d6d2d61b.jpg,train,21.79,7.43,12.6
0096bcca-27a61cb3.jpg,train,85.22,37.08,35.47
0096bcca-095d2c02.jpg,train,288.57,103.65,64.26
0096bcca-42d2702c.jpg,train,65.26,64.51,46.17
0096bcca-369281bd.jpg,train,87.72,57.04,43.73
0096bcca-81ffedfc.jpg,train,129.05,30.08,30.76
0096f810-6bcc27da.jpg,train,418.63,151.64,57.77
0096bcca-bfb5ea6c.jpg,train,42.82,24.61,28.66
0096bcca-fc7d6d3c.jpg,train,88.6,46.09,37.88
0096bcca-c2027ec4.jpg,train,11.71,18.19,17.78
0096bcca-a25719cb.jpg,train,156.67,123.54,39.68
009b0eb2-bbef939f.jpg,train,49.12,24.95,27.16
009aecce-ce4a9413.jpg,train,378.95,88.0,56.55
00982f76-83a093ef.jpg,train,217.22,132.02,69.15
009b6a87-b15675e2.jpg,train,397.99,92.63,59.16
009aecce-ab411438.jpg,train,98.44,106.17,57.79
00a04f65-8c891f94.jpg,train,49.87,55.34,49.01
009bd04d-0f1f9967.jpg,train,114.65,44.12,49.56
009bd04d-42445981.jpg,train,200.04,33.61,39.72
009c662e-91aa5a86.jpg,train,354.31,135.94,62.9
009deddd-c8963379.jpg,train,480.83,80.42,68.76
009deddd-d68ff1f7.jpg,train,515.05,90.89,55.34
009e7a6a-3d755b8b.jpg,train,286.47,95.97,76.22
00a04f65-af2ab984.jpg,train,139.61,28.02,41.54
00a0f008-a315437f.jpg,train,237.9,101.19,66.05
00a0f008-3c67908e.jpg,train,208.93,106.14,62.75
00a1176f-5121b501.jpg,train,701.19,115.61,67.15
00a820ef-2b98dcf5.jpg,train,873.35,101.58,67.42
00a1176f-0652080e.jpg,train,331.31,101.67,60.41
00a2e3ca-5c856cde.jpg,train,751.57,101.4,60.25
00a2f5b6-d4217a96.jpg,train,689.73,88.37,60.33
00a2e3ca-62992459.jpg,train,393.12,128.64,59.17
00a820ef-98a12e22.jpg,train,253.67,82.33,63.18
00a395fe-d60c0b47.jpg,train,332.2,108.64,56.5
00abd8a7-ecd6fc56.jpg,train,350.7,108.04,57.6
00a9cd6b-b39be004.jpg,train,61.34,115.28,55.27
00ac3256-0f8e2cda.jpg,train,59.04,100.0,62.16
00abf44e-04004ca0.jpg,train,605.75,97.08,54.63
00afa6b9-4efe0141.jpg,train,73.24,24.75,35.22
00a820ef-d655700e.jpg,train,326.05,82.27,62.09
00afa5b2-c14a542f.jpg,train,539.08,101.92,60.28
00ad8a92-c4851839.jpg,train,373.97,116.53,52.61
00b04b30-501822fa.jpg,train,298.62,133.07,48.63
00abf44e-421f6ed7.jpg,train,487.84,100.69,67.23
00adbb3f-7757d4ea.jpg,train,208.97,136.63,60.58
00b04b30-2e874876.jpg,train,539.94,92.96,62.07
00b04b12-a7d7eb85.jpg,train,113.32,30.0,38.32
00b93c6e-6298aa25.jpg,train,122.23,30.5,35.84
00b56f41-e0e5d918.jpg,train,168.09,47.3,50.34
00beeb02-50440dcd.jpg,train,253.92,103.0,62.52
00b1dfed-a89dbe2b.jpg,train,240.47,82.24,57.2
00b4c5fc-8fcf3628.jpg,train,21.53,15.23,18.43
00c12bd0-bb46e479.jpg,train,370.57,108.44,69.46
00be7020-457a6db4.jpg,train,392.83,110.66,75.98
00beeb02-ba0790aa.jpg,train,359.82,106.75,69.44
00c29c52-f9524f1e.jpg,train,453.18,104.86,59.36
00c497ae-595d361b.jpg,train,70.03,49.56,33.68
00c41a61-4ba25ad4.jpg,train,400.7,103.55,70.69
00c4c672-26d36ad8.jpg,train,261.3,61.33,40.61
00c17a92-d4803287.jpg,train,423.9,92.67,58.57
00c87627-b7f6f46c.jpg,train,185.3,90.2,65.77
00c50078-6298b9c1.jpg,train,890.1,87.99,59.49
00ce6f6d-50bbee62.jpg,train,138.57,132.1,61.6
00ca8821-db8033d5.jpg,train,246.78,103.06,60.02
00ca8821-17667a58.jpg,train,130.52,54.97,61.75
00ccf2e8-59a6bfc9.jpg,train,9.86,19.23,28.84
00ce8219-12c6d905.jpg,train,395.48,96.34,59.28
00ccf2e8-f8c69860.jpg,train,37.53,83.16,73.43
00cb28b9-08a22af7.jpg,train,247.88,140.28,57.54
00cea101-06f21d5e.jpg,train,39.51,17.0,26.27
00ccf2e8-ac055be6.jpg,train,159.44,117.81,72.57
00ce8219-d0b5582e.jpg,train,473.28,86.21,64.5
00ce95b0-84be34a3.jpg,train,107.72,33.14,37.05
00cea101-293a30b5.jpg,train,19.1,13.21,17.44
00cee0e0-5e25daa7.jpg,train,24.21,52.2,47.94
00cf8e3d-4683d983.jpg,train,71.84,39.16,36.18
00cef86b-d8d105b9.jpg,train,524.71,126.18,57.25
00cef86b-204ea619.jpg,train,355.9,97.24,65.6
00cf8e3d-3d27efb0.jpg,train,69.36,53.75,42.04
00d1bafa-6701fcd9.jpg,train,23.48,10.75,15.62
00d0f034-6d666f7b.jpg,train,785.24,92.62,50.67
00cf8e3d-773de15e.jpg,train,28.33,79.9,52.46
00d15d58-9197cde5.jpg,train,54.55,33.3,27.95
00cf8e3d-a7b4978c.jpg,train,55.54,32.61,30.79
00d5edb9-f0077df3.jpg,train,300.95,96.39,71.68
00d79c0a-23bea078.jpg,train,533.96,101.77,57.69
00d7268f-fd4487be.jpg,train,298.39,78.64,66.08
00d4b6b7-a0b1a3e0.jpg,train,253.76,109.46,45.59
00d18b13-52d3e4c4.jpg,train,371.65,122.7,62.35
00d4b6b7-7d0a60bf.jpg,train,300.37,108.67,74.55
00d1bafa-1b47b41c.jpg,train,26.67,57.6,32.51
00d77344-9fe25620.jpg,train,384.47,103.29,55.18
00d8d95a-47d98291.jpg,train,54.99,37.41,35.08
00d79c0a-a2b85ca4.jpg,train,926.69,100.02,57.93
00d84b1d-21e6fe01.jpg,train,18.63,7.27,17.16
00d9e313-038310a2.jpg,train,59.39,104.23,66.35
00d8d95a-74aa476a.jpg,train,91.54,45.23,31.93
00d8944b-e157478b.jpg,train,234.42,106.74,59.37
00dc5030-237e7f71.jpg,train,383.07,66.83,57.36
00db9030-5102ed41.jpg,train,56.81,40.4,28.28
00d9e313-7d75bb18.jpg,train,170.21,115.94,64.99
00de601c-858a8a8d.jpg,train,122.66,150.79,72.49
00de601c-cfa2404b.jpg,train,192.11,114.61,70.53
00d9e313-926b6698.jpg,train,238.13,99.42,61.9
00e42886-b826e91d.jpg,train,206.22,52.83,49.38
00e02d60-54df99d1.jpg,train,94.66,47.52,36.56
00e100a8-9c852617.jpg,train,20.26,14.94,20.32
00e11419-e4eeba84.jpg,train,23.98,17.88,18.19
00e782b9-5fe9bffe.jpg,train,60.34,29.13,36.61
00e100a8-a5e1ece9.jpg,train,98.49,58.32,37.69
00e81dcc-b1dd9e7b.jpg,train,33.52,14.31,20.8
00e42886-bd5ed543.jpg,train,170.14,26.82,27.34
00e49ed1-9d41220c.jpg,train,65.58,23.06,34.42
00e5e793-22614772.jpg,train,14.53,10.76,14.32
00e4cae5-c0582574.jpg,train,261.87,120.28,59.0
00e5e793-f94de032.jpg,train,8.82,17.89,26.83
00ed2e85-95394dfd.jpg,train,157.59,113.58,64.89
00f28fce-a799f8a1.jpg,train,57.21,19.8,21.72
00e8c106-e197c4b1.jpg,train,57.08,29.73,27.69
00ecf963-bea6bf0f.jpg,train,110.54,124.71,59.64
00eb41b2-6bbff2ca.jpg,train,106.88,133.02,59.04
00ed2e85-82bdd22b.jpg,train,210.26,109.52,63.42
00f42f6b-5a20a4d2.jpg,train,903.42,121.85,55.11
00f0dd0f-5e9c9557.jpg,train,244.77,79.12,73.91
00f0dd0f-1adbde75.jpg,train,52.63,142.08,80.34
00edfec7-4d92adef.jpg,train,36.7,15.98,21.03
00f2b0d5-c84860fe.jpg,train,54.42,13.93,25.34
00f42f6b-699a498c.jpg,train,956.26,134.49,55.5
00fba75b-5d18da26.jpg,train,276.4,89.46,71.29
00f8f875-bad0295f.jpg,train,215.24,98.5,64.49
00ffeef4-75f6b5ec.jpg,train,19.44,16.44,20.58
00f7eac8-5193d600.jpg,train,349.59,102.14,62.46
00f89335-1825f637.jpg,train,376.9,83.28,71.7
00f89335-2ef7949d.jpg,train,312.55,83.45,61.28
00f42f6b-b1ca1f6c.jpg,train,372.22,105.76,66.35
00fbb190-8834f55b.jpg,train,183.25,105.94,60.59
00fc910e-bce87172.jpg,train,543.0,85.56,62.26
01041028-15488454.jpg,train,258.6,102.9,62.45
00ffeef4-b105ce4d.jpg,train,24.16,7.91,16.51
01041028-362385a9.jpg,train,206.36,69.21,60.38
00fcfec9-7ba5dabf.jpg,train,482.12,90.44,61.65
00fcfec9-8accd82b.jpg,train,235.63,97.93,59.77
01041028-187a2d1f.jpg,train,448.46,88.41,61.71
00ffeef4-ea139a4e.jpg,train,59.67,32.28,36.99
0102614a-fc165656.jpg,train,35.67,98.46,62.58
0102614a-75ae85cf.jpg,train,50.04,113.87,66.71
0100a197-bdbf50ca.jpg,train,263.34,82.49,63.62
010526ea-98dc9803.jpg,train,421.43,109.78,57.89
0104a3f0-9294818d.jpg,train,697.72,91.15,58.87
01079b7f-2af154e7.jpg,train,42.0,17.97,24.63
0104eb19-718b1a9c.jpg,train,519.33,91.95,57.61
0104eb19-162abfea.jpg,train,255.67,102.84,74.63
0104f3cf-0dbe2960.jpg,train,296.45,94.69,50.86
01094b4f-27d47f20.jpg,train,60.44,20.99,25.15
010526ea-7a0c620d.jpg,train,158.12,81.0,61.38
01051f5c-0ec95f5c.jpg,train,26.32,17.14,21.36
010799f0-4d81c585.jpg,train,154.7,103.13,64.82
010a3063-d255402b.jpg,train,36.17,9.4,17.28
010a3063-55852e55.jpg,train,27.28,14.13,18.55
01079b7f-54afc9ad.jpg,train,132.65,25.48,30.61
01079b7f-9d0e53c5.jpg,train,86.86,42.63,39.74
010b0600-f44aed15.jpg,train,132.51,40.55,39.03
010d75f8-3eb08dc7.jpg,train,12.28,8.93,14.15
010fc651-6bcbfd89.jpg,train,345.33,87.49,62.44
010b452c-2636b85e.jpg,train,72.95,36.79,36.11
010b0600-47a9e3e0.jpg,train,162.05,36.47,42.86
010d75f8-91f41ad8.jpg,train,160.25,78.05,56.41
010fc651-7cf4bc7d.jpg,train,569.39,92.95,59.01
010d75f8-fa119cd4.jpg,train,342.67,74.11,52.85
0111523e-64c5acff.jpg,train,66.34,12.42,25.54
010b0600-ae1f7be5.jpg,train,493.83,132.07,51.5
0111122b-276d22b9.jpg,train,55.22,130.27,72.12
0110b332-cc1282d2.jpg,train,82.51,42.7,39.34
010fc651-19922861.jpg,train,453.93,96.07,65.66
0113faa5-8a0daa74.jpg,train,275.4,89.94,66.24
01128d0a-031e0a61.jpg,train,124.71,45.94,40.37
0114bdd0-f317da84.jpg,train,116.65,18.42,20.84
0111523e-a2170455.jpg,train,286.31,93.94,64.46
01118704-2d838d7f.jpg,train,295.69,127.2,65.2
01118704-e91b1b1c.jpg,train,141.28,124.03,72.75
0115917e-14907a6a.jpg,train,233.05,112.67,50.58
011a2aa0-677a45ae.jpg,train,523.2,130.11,68.52
011ad6b2-f34fd564.jpg,train,317.58,96.22,68.79
011b09ca-9529e701.jpg,train,37.17,22.92,23.89
01213e45-5edb70f0.jpg,train,179.05,29.37,30.85
011ad6b2-1dfff443.jpg,train,929.02,100.05,69.02
011aeca1-fe5af665.jpg,train,329.8,99.67,70.63
011f8556-ca1f4828.jpg,train,411.71,106.19,65.34
011f8556-41affeb2.jpg,train,162.59,119.88,75.08
011d593a-89158b9d.jpg,train,276.26,113.12,62.05
011c1a10-d1b6a6a2.jpg,train,365.75,70.22,64.31
011f8481-66729fb4.jpg,train,100.45,105.84,53.15
0124dfa6-30a430dc.jpg,train,225.69,53.56,51.13
011f8481-b14725fa.jpg,train,573.0,84.51,61.43
0125b9f0-a8dec2ba.jpg,train,254.07,111.49,57.43
0124dfa6-385f1b58.jpg,train,363.64,87.07,62.11
0128cdde-ba330f54.jpg,train,86.12,28.78,28.57
012979cd-e13274a9.jpg,train,60.87,34.21,30.77
0129ed1d-41528bb8.jpg,train,179.69,46.92,34.82
01251d51-eb962582.jpg,train,464.51,98.86,67.89
0127cb3a-6be24a50.jpg,train,10.13,11.91,16.65
0128cdde-289cd9e9.jpg,train,40.91,27.49,23.01
0128cdde-1f72dcf1.jpg,train,24.85,34.42,29.97
0128cdde-ce2cb20b.jpg,train,35.69,19.4,21.05
0128cdde-ea132b68.jpg,train,112.4,25.32,32.76
0129ed1d-d8572c11.jpg,train,19.61,12.86,19.58
0129ed1d-e672b72a.jpg,train,146.73,26.17,33.57
012b2d03-bef11aa2.jpg,train,94.1,24.08,30.1
012c118a-93e8b511.jpg,train,25.8,19.24,17.75
012a9c41-edad898c.jpg,train,236.86,86.44,56.99
012a9c41-3c62334b.jpg,train,324.91,111.72,69.84
012a9c41-69222e1b.jpg,train,257.25,82.24,57.68
012a9c41-692c9f06.jpg,train,664.45,99.52,61.39
012c118a-b3092f3b.jpg,train,30.04,16.62,19.43
012a9c41-9423165c.jpg,train,447.48,104.89,60.65
012a9c41-cef5b320.jpg,train,365.08,117.5,68.41
01306b58-a09ba743.jpg,train,38.32,28.12,25.7
01306b58-cf6faad9.jpg,train,36.71,16.83,18.54
012d563d-30edbc0f.jpg,train,184.54,138.45,56.92
012e0351-723ac360.jpg,train,215.16,104.44,64.23
012c8623-1782dc8b.jpg,train,281.05,104.87,60.1
012f3428-f991fd5e.jpg,train,377.6,101.28,53.83
012e9465-1031243b.jpg,train,313.07,100.07,63.21
012fdff1-9d1d0d1d.jpg,train,29.75,91.98,75.68
01306b58-1c8ac4c9.jpg,train,65.98,36.79,39.79
013162b0-ddbabae8.jpg,train,727.95,74.2,53.57
0135988f-6e5c56c0.jpg,train,54.34,34.08,32.0
0135988f-61d44844.jpg,train,30.54,21.67,23.27
0133af9c-7a0eae36.jpg,train,78.13,15.05,23.21
0133af9c-0fe68717.jpg,train,18.62,13.25,21.49
01317a31-6ea7d85d.jpg,train,69.49,51.9,33.74
0133af9c-8a890e5d.jpg,train,57.47,17.79,27.47
0135988f-9fcccf88.jpg,train,10.23,13.75,17.45
